Order ID,Customer ID,Employee ID,Order Date,Shipped Date,id_seqClient,id_seq_Employee,"mois_annee ",id_temps,Nbr_Commande_Livree,Nbr_Commande_Non_Livree,id_seq_fait
10573,"ANTON","7",1997-06-19 00:00:00.000,1997-06-20 00:00:00.000,3,7,"juin 1997",238,1,0,1859
10585,"WELLI","7",1997-07-01 00:00:00.000,1997-07-10 00:00:00.000,88,7,"juillet 1997",259,1,0,1928
10593,"LEHMS","7",1997-07-09 00:00:00.000,1997-08-13 00:00:00.000,44,7,"juillet 1997",259,1,0,1975
10597,"PICCO","7",1997-07-11 00:00:00.000,1997-07-18 00:00:00.000,59,7,"juillet 1997",259,1,0,2004
10601,"HILAA","7",1997-07-16 00:00:00.000,1997-07-22 00:00:00.000,35,7,"juillet 1997",259,1,0,2028
10609,"DUMON","7",1997-07-24 00:00:00.000,1997-07-30 00:00:00.000,18,7,"juillet 1997",259,1,0,2071
10633,"ERNSH","7",1997-08-15 00:00:00.000,1997-08-18 00:00:00.000,20,7,"août 1997",282,1,0,2187
10639,"SANTG","7",1997-08-20 00:00:00.000,1997-08-27 00:00:00.000,70,7,"août 1997",282,1,0,2222
10642,"SIMOB","7",1997-08-22 00:00:00.000,1997-09-05 00:00:00.000,73,7,"août 1997",282,1,0,2241
10659,"QUEEN","7",1997-09-05 00:00:00.000,1997-09-10 00:00:00.000,62,7,"septembre 1997",303,1,0,2344
10661,"HUNGO","7",1997-09-09 00:00:00.000,1997-09-15 00:00:00.000,37,7,"septembre 1997",303,1,0,2360
10666,"RICSU","7",1997-09-12 00:00:00.000,1997-09-22 00:00:00.000,68,7,"septembre 1997",303,1,0,2390
10667,"ERNSH","7",1997-09-12 00:00:00.000,1997-09-19 00:00:00.000,20,7,"septembre 1997",303,1,0,2401
10678,"SAVEA","7",1997-09-23 00:00:00.000,1997-10-16 00:00:00.000,71,7,"septembre 1997",303,1,0,2469
10695,"WILMK","7",1997-10-07 00:00:00.000,1997-10-14 00:00:00.000,90,7,"octobre 1997",325,1,0,2563
10731,"CHOPS","7",1997-11-06 00:00:00.000,1997-11-14 00:00:00.000,14,7,"novembre 1997",348,1,0,2754
10775,"THECR","7",1997-12-12 00:00:00.000,1997-12-26 00:00:00.000,78,7,"décembre 1997",368,1,0,2997
10777,"GOURL","7",1997-12-15 00:00:00.000,1998-01-21 00:00:00.000,31,7,"décembre 1997",368,1,0,3011
10797,"DRACD","7",1997-12-25 00:00:00.000,1998-01-05 00:00:00.000,17,7,"décembre 1997",368,1,0,3122
10809,"WELLI","7",1998-01-01 00:00:00.000,1998-01-07 00:00:00.000,88,7,"janvier 1998",391,1,0,3195
10818,"MAGAA","7",1998-01-07 00:00:00.000,1998-01-12 00:00:00.000,49,7,"janvier 1998",391,1,0,3252
10836,"ERNSH","7",1998-01-16 00:00:00.000,1998-01-21 00:00:00.000,20,7,"janvier 1998",391,1,0,3355
10848,"CONSH","7",1998-01-23 00:00:00.000,1998-01-29 00:00:00.000,16,7,"janvier 1998",391,1,0,3425
10868,"QUEEN","7",1998-02-04 00:00:00.000,1998-02-23 00:00:00.000,62,7,"février 1998",413,1,0,3543
10876,"BONAP","7",1998-02-09 00:00:00.000,1998-02-12 00:00:00.000,9,7,"février 1998",413,1,0,3602
10880,"FOLKO","7",1998-02-10 00:00:00.000,1998-02-18 00:00:00.000,24,7,"février 1998",413,1,0,3625
10890,"DUMON","7",1998-02-16 00:00:00.000,1998-02-18 00:00:00.000,18,7,"février 1998",413,1,0,3678
10891,"LEHMS","7",1998-02-17 00:00:00.000,1998-02-19 00:00:00.000,44,7,"février 1998",413,1,0,3689
10896,"MAISD","7",1998-02-19 00:00:00.000,1998-02-27 00:00:00.000,50,7,"février 1998",413,1,0,3720
10923,"LAMAI","7",1998-03-03 00:00:00.000,1998-03-13 00:00:00.000,41,7,"mars 1998",433,1,0,3862
10937,"CACTU","7",1998-03-10 00:00:00.000,1998-03-13 00:00:00.000,12,7,"mars 1998",433,1,0,3933
10941,"SAVEA","7",1998-03-11 00:00:00.000,1998-03-20 00:00:00.000,71,7,"mars 1998",433,1,0,3962
10958,"OCEAN","7",1998-03-18 00:00:00.000,1998-03-27 00:00:00.000,54,7,"mars 1998",433,1,0,4062
10993,"FOLKO","7",1998-04-01 00:00:00.000,1998-04-10 00:00:00.000,24,7,"avril 1998",455,1,0,4257
11030,"SAVEA","7",1998-04-17 00:00:00.000,1998-04-27 00:00:00.000,71,7,"avril 1998",455,1,0,4485
11033,"RICSU","7",1998-04-17 00:00:00.000,1998-04-23 00:00:00.000,68,7,"avril 1998",455,1,0,4510
11037,"GODOS","7",1998-04-21 00:00:00.000,1998-04-27 00:00:00.000,30,7,"avril 1998",455,1,0,4539
11047,"EASTC","7",1998-04-24 00:00:00.000,1998-05-01 00:00:00.000,19,7,"avril 1998",455,1,0,4596
11048,"BOTTM","7",1998-04-24 00:00:00.000,1998-04-30 00:00:00.000,10,7,"avril 1998",455,1,0,4607
11055,"HILAA","7",1998-04-28 00:00:00.000,1998-05-05 00:00:00.000,35,7,"avril 1998",455,1,0,4657
11066,"WHITC","7",1998-05-01 00:00:00.000,1998-05-04 00:00:00.000,89,7,"mai 1998",477,1,0,4723
10308,"ANATR","7",1996-09-18 00:00:00.000,1996-09-24 00:00:00.000,2,47,"septembre 1996",43,1,0,2
10303,"GODOS","7",1996-09-11 00:00:00.000,1996-09-18 00:00:00.000,30,47,"septembre 1996",43,1,0,13
10289,"BSBEV","7",1996-08-26 00:00:00.000,1996-08-28 00:00:00.000,11,47,"août 1996",21,1,0,21
10319,"TORTU","7",1996-10-02 00:00:00.000,1996-10-11 00:00:00.000,80,47,"octobre 1996",64,1,0,376
10322,"PERIC","7",1996-10-04 00:00:00.000,1996-10-23 00:00:00.000,58,47,"octobre 1996",64,1,0,413
10335,"HUNGO","7",1996-10-22 00:00:00.000,1996-10-24 00:00:00.000,37,47,"octobre 1996",64,1,0,490
10336,"PRINI","7",1996-10-23 00:00:00.000,1996-10-25 00:00:00.000,60,47,"octobre 1996",64,1,0,501
10341,"SIMOB","7",1996-10-29 00:00:00.000,1996-11-05 00:00:00.000,73,47,"octobre 1996",64,1,0,531
10349,"SPLIR","7",1996-11-08 00:00:00.000,1996-11-15 00:00:00.000,75,47,"novembre 1996",87,1,0,575
10353,"PICCO","7",1996-11-13 00:00:00.000,1996-11-25 00:00:00.000,59,47,"novembre 1996",87,1,0,600
10367,"VAFFE","7",1996-11-28 00:00:00.000,1996-12-02 00:00:00.000,83,47,"novembre 1996",87,1,0,676
10406,"QUEEN","7",1997-01-07 00:00:00.000,1997-01-13 00:00:00.000,62,47,"janvier 1997",130,1,0,882
10424,"MEREP","7",1997-01-23 00:00:00.000,1997-01-27 00:00:00.000,51,47,"janvier 1997",130,1,0,988
10428,"REGGC","7",1997-01-28 00:00:00.000,1997-02-04 00:00:00.000,66,47,"janvier 1997",130,1,0,1013
10458,"SUPRD","7",1997-02-26 00:00:00.000,1997-03-04 00:00:00.000,76,47,"février 1997",153,1,0,1165
10483,"WHITC","7",1997-03-24 00:00:00.000,1997-04-25 00:00:00.000,89,47,"mars 1997",173,1,0,1304
10490,"HILAA","7",1997-03-31 00:00:00.000,1997-04-03 00:00:00.000,35,47,"mars 1997",173,1,0,1346
10496,"TRADH","7",1997-04-04 00:00:00.000,1997-04-07 00:00:00.000,81,47,"avril 1997",194,1,0,1380
10497,"LEHMS","7",1997-04-04 00:00:00.000,1997-04-07 00:00:00.000,44,47,"avril 1997",194,1,0,1391
10507,"ANTON","7",1997-04-15 00:00:00.000,1997-04-22 00:00:00.000,3,47,"avril 1997",194,1,0,1456
10512,"FAMIA","7",1997-04-21 00:00:00.000,1997-04-24 00:00:00.000,21,47,"avril 1997",194,1,0,1484
10513,"WANDK","7",1997-04-22 00:00:00.000,1997-04-28 00:00:00.000,86,47,"avril 1997",194,1,0,1495
10520,"SANTG","7",1997-04-29 00:00:00.000,1997-05-01 00:00:00.000,70,47,"avril 1997",194,1,0,1542
10523,"SEVES","7",1997-05-01 00:00:00.000,1997-05-30 00:00:00.000,72,47,"mai 1997",216,1,0,1562
10527,"QUICK","7",1997-05-05 00:00:00.000,1997-05-07 00:00:00.000,63,47,"mai 1997",216,1,0,1583
10531,"OCEAN","7",1997-05-08 00:00:00.000,1997-05-19 00:00:00.000,54,47,"mai 1997",216,1,0,1613
10532,"EASTC","7",1997-05-09 00:00:00.000,1997-05-12 00:00:00.000,19,47,"mai 1997",216,1,0,1624
10550,"GODOS","7",1997-05-28 00:00:00.000,1997-06-06 00:00:00.000,30,47,"mai 1997",216,1,0,1722
10573,"ANTON","7",1997-06-19 00:00:00.000,1997-06-20 00:00:00.000,3,47,"juin 1997",238,1,0,1860
10585,"WELLI","7",1997-07-01 00:00:00.000,1997-07-10 00:00:00.000,88,47,"juillet 1997",259,1,0,1929
10593,"LEHMS","7",1997-07-09 00:00:00.000,1997-08-13 00:00:00.000,44,47,"juillet 1997",259,1,0,1976
10597,"PICCO","7",1997-07-11 00:00:00.000,1997-07-18 00:00:00.000,59,47,"juillet 1997",259,1,0,2005
10601,"HILAA","7",1997-07-16 00:00:00.000,1997-07-22 00:00:00.000,35,47,"juillet 1997",259,1,0,2029
10609,"DUMON","7",1997-07-24 00:00:00.000,1997-07-30 00:00:00.000,18,47,"juillet 1997",259,1,0,2072
10633,"ERNSH","7",1997-08-15 00:00:00.000,1997-08-18 00:00:00.000,20,47,"août 1997",282,1,0,2188
10639,"SANTG","7",1997-08-20 00:00:00.000,1997-08-27 00:00:00.000,70,47,"août 1997",282,1,0,2223
10642,"SIMOB","7",1997-08-22 00:00:00.000,1997-09-05 00:00:00.000,73,47,"août 1997",282,1,0,2242
10659,"QUEEN","7",1997-09-05 00:00:00.000,1997-09-10 00:00:00.000,62,47,"septembre 1997",303,1,0,2345
10661,"HUNGO","7",1997-09-09 00:00:00.000,1997-09-15 00:00:00.000,37,47,"septembre 1997",303,1,0,2361
10666,"RICSU","7",1997-09-12 00:00:00.000,1997-09-22 00:00:00.000,68,47,"septembre 1997",303,1,0,2391
10667,"ERNSH","7",1997-09-12 00:00:00.000,1997-09-19 00:00:00.000,20,47,"septembre 1997",303,1,0,2402
10678,"SAVEA","7",1997-09-23 00:00:00.000,1997-10-16 00:00:00.000,71,47,"septembre 1997",303,1,0,2470
10695,"WILMK","7",1997-10-07 00:00:00.000,1997-10-14 00:00:00.000,90,47,"octobre 1997",325,1,0,2564
10731,"CHOPS","7",1997-11-06 00:00:00.000,1997-11-14 00:00:00.000,14,47,"novembre 1997",348,1,0,2755
10775,"THECR","7",1997-12-12 00:00:00.000,1997-12-26 00:00:00.000,78,47,"décembre 1997",368,1,0,2998
10777,"GOURL","7",1997-12-15 00:00:00.000,1998-01-21 00:00:00.000,31,47,"décembre 1997",368,1,0,3012
10797,"DRACD","7",1997-12-25 00:00:00.000,1998-01-05 00:00:00.000,17,47,"décembre 1997",368,1,0,3123
10809,"WELLI","7",1998-01-01 00:00:00.000,1998-01-07 00:00:00.000,88,47,"janvier 1998",391,1,0,3196
10818,"MAGAA","7",1998-01-07 00:00:00.000,1998-01-12 00:00:00.000,49,47,"janvier 1998",391,1,0,3253
10836,"ERNSH","7",1998-01-16 00:00:00.000,1998-01-21 00:00:00.000,20,47,"janvier 1998",391,1,0,3356
10848,"CONSH","7",1998-01-23 00:00:00.000,1998-01-29 00:00:00.000,16,47,"janvier 1998",391,1,0,3426
10868,"QUEEN","7",1998-02-04 00:00:00.000,1998-02-23 00:00:00.000,62,47,"février 1998",413,1,0,3544
10876,"BONAP","7",1998-02-09 00:00:00.000,1998-02-12 00:00:00.000,9,47,"février 1998",413,1,0,3603
10880,"FOLKO","7",1998-02-10 00:00:00.000,1998-02-18 00:00:00.000,24,47,"février 1998",413,1,0,3626
10890,"DUMON","7",1998-02-16 00:00:00.000,1998-02-18 00:00:00.000,18,47,"février 1998",413,1,0,3679
10891,"LEHMS","7",1998-02-17 00:00:00.000,1998-02-19 00:00:00.000,44,47,"février 1998",413,1,0,3690
10896,"MAISD","7",1998-02-19 00:00:00.000,1998-02-27 00:00:00.000,50,47,"février 1998",413,1,0,3721
10923,"LAMAI","7",1998-03-03 00:00:00.000,1998-03-13 00:00:00.000,41,47,"mars 1998",433,1,0,3863
10937,"CACTU","7",1998-03-10 00:00:00.000,1998-03-13 00:00:00.000,12,47,"mars 1998",433,1,0,3934
10941,"SAVEA","7",1998-03-11 00:00:00.000,1998-03-20 00:00:00.000,71,47,"mars 1998",433,1,0,3963
10958,"OCEAN","7",1998-03-18 00:00:00.000,1998-03-27 00:00:00.000,54,47,"mars 1998",433,1,0,4063
10993,"FOLKO","7",1998-04-01 00:00:00.000,1998-04-10 00:00:00.000,24,47,"avril 1998",455,1,0,4258
11030,"SAVEA","7",1998-04-17 00:00:00.000,1998-04-27 00:00:00.000,71,47,"avril 1998",455,1,0,4486
11033,"RICSU","7",1998-04-17 00:00:00.000,1998-04-23 00:00:00.000,68,47,"avril 1998",455,1,0,4511
11037,"GODOS","7",1998-04-21 00:00:00.000,1998-04-27 00:00:00.000,30,47,"avril 1998",455,1,0,4540
11047,"EASTC","7",1998-04-24 00:00:00.000,1998-05-01 00:00:00.000,19,47,"avril 1998",455,1,0,4597
11048,"BOTTM","7",1998-04-24 00:00:00.000,1998-04-30 00:00:00.000,10,47,"avril 1998",455,1,0,4608
11055,"HILAA","7",1998-04-28 00:00:00.000,1998-05-05 00:00:00.000,35,47,"avril 1998",455,1,0,4658
11066,"WHITC","7",1998-05-01 00:00:00.000,1998-05-04 00:00:00.000,89,47,"mai 1998",477,1,0,4724
10308,"ANATR","7",1996-09-18 00:00:00.000,1996-09-24 00:00:00.000,2,50,"septembre 1996",43,1,0,3
10303,"GODOS","7",1996-09-11 00:00:00.000,1996-09-18 00:00:00.000,30,50,"septembre 1996",43,1,0,14
10289,"BSBEV","7",1996-08-26 00:00:00.000,1996-08-28 00:00:00.000,11,50,"août 1996",21,1,0,22
10319,"TORTU","7",1996-10-02 00:00:00.000,1996-10-11 00:00:00.000,80,50,"octobre 1996",64,1,0,377
10322,"PERIC","7",1996-10-04 00:00:00.000,1996-10-23 00:00:00.000,58,50,"octobre 1996",64,1,0,414
10335,"HUNGO","7",1996-10-22 00:00:00.000,1996-10-24 00:00:00.000,37,50,"octobre 1996",64,1,0,491
10336,"PRINI","7",1996-10-23 00:00:00.000,1996-10-25 00:00:00.000,60,50,"octobre 1996",64,1,0,502
10341,"SIMOB","7",1996-10-29 00:00:00.000,1996-11-05 00:00:00.000,73,50,"octobre 1996",64,1,0,532
10349,"SPLIR","7",1996-11-08 00:00:00.000,1996-11-15 00:00:00.000,75,50,"novembre 1996",87,1,0,576
10353,"PICCO","7",1996-11-13 00:00:00.000,1996-11-25 00:00:00.000,59,50,"novembre 1996",87,1,0,601
10367,"VAFFE","7",1996-11-28 00:00:00.000,1996-12-02 00:00:00.000,83,50,"novembre 1996",87,1,0,677
10406,"QUEEN","7",1997-01-07 00:00:00.000,1997-01-13 00:00:00.000,62,50,"janvier 1997",130,1,0,883
10424,"MEREP","7",1997-01-23 00:00:00.000,1997-01-27 00:00:00.000,51,50,"janvier 1997",130,1,0,989
10428,"REGGC","7",1997-01-28 00:00:00.000,1997-02-04 00:00:00.000,66,50,"janvier 1997",130,1,0,1014
10458,"SUPRD","7",1997-02-26 00:00:00.000,1997-03-04 00:00:00.000,76,50,"février 1997",153,1,0,1166
10483,"WHITC","7",1997-03-24 00:00:00.000,1997-04-25 00:00:00.000,89,50,"mars 1997",173,1,0,1305
10490,"HILAA","7",1997-03-31 00:00:00.000,1997-04-03 00:00:00.000,35,50,"mars 1997",173,1,0,1347
10496,"TRADH","7",1997-04-04 00:00:00.000,1997-04-07 00:00:00.000,81,50,"avril 1997",194,1,0,1381
10497,"LEHMS","7",1997-04-04 00:00:00.000,1997-04-07 00:00:00.000,44,50,"avril 1997",194,1,0,1392
10507,"ANTON","7",1997-04-15 00:00:00.000,1997-04-22 00:00:00.000,3,50,"avril 1997",194,1,0,1457
10512,"FAMIA","7",1997-04-21 00:00:00.000,1997-04-24 00:00:00.000,21,50,"avril 1997",194,1,0,1485
10513,"WANDK","7",1997-04-22 00:00:00.000,1997-04-28 00:00:00.000,86,50,"avril 1997",194,1,0,1496
10520,"SANTG","7",1997-04-29 00:00:00.000,1997-05-01 00:00:00.000,70,50,"avril 1997",194,1,0,1543
10523,"SEVES","7",1997-05-01 00:00:00.000,1997-05-30 00:00:00.000,72,50,"mai 1997",216,1,0,1563
10527,"QUICK","7",1997-05-05 00:00:00.000,1997-05-07 00:00:00.000,63,50,"mai 1997",216,1,0,1584
10531,"OCEAN","7",1997-05-08 00:00:00.000,1997-05-19 00:00:00.000,54,50,"mai 1997",216,1,0,1614
10532,"EASTC","7",1997-05-09 00:00:00.000,1997-05-12 00:00:00.000,19,50,"mai 1997",216,1,0,1625
10550,"GODOS","7",1997-05-28 00:00:00.000,1997-06-06 00:00:00.000,30,50,"mai 1997",216,1,0,1723
10573,"ANTON","7",1997-06-19 00:00:00.000,1997-06-20 00:00:00.000,3,50,"juin 1997",238,1,0,1861
10585,"WELLI","7",1997-07-01 00:00:00.000,1997-07-10 00:00:00.000,88,50,"juillet 1997",259,1,0,1930
10593,"LEHMS","7",1997-07-09 00:00:00.000,1997-08-13 00:00:00.000,44,50,"juillet 1997",259,1,0,1977
10597,"PICCO","7",1997-07-11 00:00:00.000,1997-07-18 00:00:00.000,59,50,"juillet 1997",259,1,0,2006
10601,"HILAA","7",1997-07-16 00:00:00.000,1997-07-22 00:00:00.000,35,50,"juillet 1997",259,1,0,2030
10609,"DUMON","7",1997-07-24 00:00:00.000,1997-07-30 00:00:00.000,18,50,"juillet 1997",259,1,0,2073
10633,"ERNSH","7",1997-08-15 00:00:00.000,1997-08-18 00:00:00.000,20,50,"août 1997",282,1,0,2189
10639,"SANTG","7",1997-08-20 00:00:00.000,1997-08-27 00:00:00.000,70,50,"août 1997",282,1,0,2224
10642,"SIMOB","7",1997-08-22 00:00:00.000,1997-09-05 00:00:00.000,73,50,"août 1997",282,1,0,2243
10659,"QUEEN","7",1997-09-05 00:00:00.000,1997-09-10 00:00:00.000,62,50,"septembre 1997",303,1,0,2346
10661,"HUNGO","7",1997-09-09 00:00:00.000,1997-09-15 00:00:00.000,37,50,"septembre 1997",303,1,0,2362
10666,"RICSU","7",1997-09-12 00:00:00.000,1997-09-22 00:00:00.000,68,50,"septembre 1997",303,1,0,2392
10667,"ERNSH","7",1997-09-12 00:00:00.000,1997-09-19 00:00:00.000,20,50,"septembre 1997",303,1,0,2403
10678,"SAVEA","7",1997-09-23 00:00:00.000,1997-10-16 00:00:00.000,71,50,"septembre 1997",303,1,0,2471
10695,"WILMK","7",1997-10-07 00:00:00.000,1997-10-14 00:00:00.000,90,50,"octobre 1997",325,1,0,2565
10731,"CHOPS","7",1997-11-06 00:00:00.000,1997-11-14 00:00:00.000,14,50,"novembre 1997",348,1,0,2756
10775,"THECR","7",1997-12-12 00:00:00.000,1997-12-26 00:00:00.000,78,50,"décembre 1997",368,1,0,2999
10777,"GOURL","7",1997-12-15 00:00:00.000,1998-01-21 00:00:00.000,31,50,"décembre 1997",368,1,0,3013
10797,"DRACD","7",1997-12-25 00:00:00.000,1998-01-05 00:00:00.000,17,50,"décembre 1997",368,1,0,3124
10809,"WELLI","7",1998-01-01 00:00:00.000,1998-01-07 00:00:00.000,88,50,"janvier 1998",391,1,0,3197
10818,"MAGAA","7",1998-01-07 00:00:00.000,1998-01-12 00:00:00.000,49,50,"janvier 1998",391,1,0,3254
10836,"ERNSH","7",1998-01-16 00:00:00.000,1998-01-21 00:00:00.000,20,50,"janvier 1998",391,1,0,3357
10848,"CONSH","7",1998-01-23 00:00:00.000,1998-01-29 00:00:00.000,16,50,"janvier 1998",391,1,0,3427
10868,"QUEEN","7",1998-02-04 00:00:00.000,1998-02-23 00:00:00.000,62,50,"février 1998",413,1,0,3545
10876,"BONAP","7",1998-02-09 00:00:00.000,1998-02-12 00:00:00.000,9,50,"février 1998",413,1,0,3604
10880,"FOLKO","7",1998-02-10 00:00:00.000,1998-02-18 00:00:00.000,24,50,"février 1998",413,1,0,3627
10890,"DUMON","7",1998-02-16 00:00:00.000,1998-02-18 00:00:00.000,18,50,"février 1998",413,1,0,3680
10891,"LEHMS","7",1998-02-17 00:00:00.000,1998-02-19 00:00:00.000,44,50,"février 1998",413,1,0,3691
10896,"MAISD","7",1998-02-19 00:00:00.000,1998-02-27 00:00:00.000,50,50,"février 1998",413,1,0,3722
10923,"LAMAI","7",1998-03-03 00:00:00.000,1998-03-13 00:00:00.000,41,50,"mars 1998",433,1,0,3864
10937,"CACTU","7",1998-03-10 00:00:00.000,1998-03-13 00:00:00.000,12,50,"mars 1998",433,1,0,3935
10941,"SAVEA","7",1998-03-11 00:00:00.000,1998-03-20 00:00:00.000,71,50,"mars 1998",433,1,0,3964
10958,"OCEAN","7",1998-03-18 00:00:00.000,1998-03-27 00:00:00.000,54,50,"mars 1998",433,1,0,4064
10993,"FOLKO","7",1998-04-01 00:00:00.000,1998-04-10 00:00:00.000,24,50,"avril 1998",455,1,0,4259
11030,"SAVEA","7",1998-04-17 00:00:00.000,1998-04-27 00:00:00.000,71,50,"avril 1998",455,1,0,4487
11033,"RICSU","7",1998-04-17 00:00:00.000,1998-04-23 00:00:00.000,68,50,"avril 1998",455,1,0,4512
11037,"GODOS","7",1998-04-21 00:00:00.000,1998-04-27 00:00:00.000,30,50,"avril 1998",455,1,0,4541
11047,"EASTC","7",1998-04-24 00:00:00.000,1998-05-01 00:00:00.000,19,50,"avril 1998",455,1,0,4598
11048,"BOTTM","7",1998-04-24 00:00:00.000,1998-04-30 00:00:00.000,10,50,"avril 1998",455,1,0,4609
11055,"HILAA","7",1998-04-28 00:00:00.000,1998-05-05 00:00:00.000,35,50,"avril 1998",455,1,0,4659
11066,"WHITC","7",1998-05-01 00:00:00.000,1998-05-04 00:00:00.000,89,50,"mai 1998",477,1,0,4725
10308,"ANATR","7",1996-09-18 00:00:00.000,1996-09-24 00:00:00.000,2,51,"septembre 1996",43,1,0,4
10303,"GODOS","7",1996-09-11 00:00:00.000,1996-09-18 00:00:00.000,30,51,"septembre 1996",43,1,0,15
10289,"BSBEV","7",1996-08-26 00:00:00.000,1996-08-28 00:00:00.000,11,51,"août 1996",21,1,0,23
10319,"TORTU","7",1996-10-02 00:00:00.000,1996-10-11 00:00:00.000,80,51,"octobre 1996",64,1,0,378
10322,"PERIC","7",1996-10-04 00:00:00.000,1996-10-23 00:00:00.000,58,51,"octobre 1996",64,1,0,415
10335,"HUNGO","7",1996-10-22 00:00:00.000,1996-10-24 00:00:00.000,37,51,"octobre 1996",64,1,0,492
10336,"PRINI","7",1996-10-23 00:00:00.000,1996-10-25 00:00:00.000,60,51,"octobre 1996",64,1,0,503
10341,"SIMOB","7",1996-10-29 00:00:00.000,1996-11-05 00:00:00.000,73,51,"octobre 1996",64,1,0,533
10349,"SPLIR","7",1996-11-08 00:00:00.000,1996-11-15 00:00:00.000,75,51,"novembre 1996",87,1,0,577
10353,"PICCO","7",1996-11-13 00:00:00.000,1996-11-25 00:00:00.000,59,51,"novembre 1996",87,1,0,602
10367,"VAFFE","7",1996-11-28 00:00:00.000,1996-12-02 00:00:00.000,83,51,"novembre 1996",87,1,0,678
10406,"QUEEN","7",1997-01-07 00:00:00.000,1997-01-13 00:00:00.000,62,51,"janvier 1997",130,1,0,884
10424,"MEREP","7",1997-01-23 00:00:00.000,1997-01-27 00:00:00.000,51,51,"janvier 1997",130,1,0,990
10428,"REGGC","7",1997-01-28 00:00:00.000,1997-02-04 00:00:00.000,66,51,"janvier 1997",130,1,0,1015
10458,"SUPRD","7",1997-02-26 00:00:00.000,1997-03-04 00:00:00.000,76,51,"février 1997",153,1,0,1167
10483,"WHITC","7",1997-03-24 00:00:00.000,1997-04-25 00:00:00.000,89,51,"mars 1997",173,1,0,1306
10490,"HILAA","7",1997-03-31 00:00:00.000,1997-04-03 00:00:00.000,35,51,"mars 1997",173,1,0,1348
